cell,spec,n,estimator,target_time,truth,bias,bias_mc_se,emp_sd,mean_se,se_ratio,rmse,coverage,coverage_mc_se,ci_width,n_used
C5,Q✗ π✓ G✓,250,aipw,2.66982,-0.25736161330036356,0.0028455431489983734,0.003097006781683863,0.06925117690622969,0.06660990265390322,0.961859503761172,0.0692403868252116,0.928,0.0115599307956406,0.26110602043073855,500.0
C5,Q✗ π✓ G✓,250,gcomp,0.513946,-0.09886684941881166,0.02857523795808828,0.0011756906340393684,0.026289241782218562,,,0.03881090322806656,,,,500.0
C5,Q✗ π✓ G✓,250,gcomp,1.149562,-0.17473091250511089,0.04765345103835604,0.0017754726030963753,0.03970077432711999,,,0.06199879494855977,,,,500.0
C5,Q✗ π✓ G✓,250,gcomp,2.66982,-0.25736161330036356,0.054572241382932866,0.0023906990214209545,0.0534576552563948,,,0.07635532066108833,,,,500.0
C5,Q✗ π✓ G✓,250,ipw,0.513946,-0.09886684941881166,0.0031176136735828405,0.0020120828984252514,0.04499154137243666,0.047067952134000515,1.0461511363741793,0.04505452066657968,0.928,0.0115599307956406,0.18450298201739235,500.0
C5,Q✗ π✓ G✓,250,ipw,1.149562,-0.17473091250511089,0.002299650679157113,0.002583566824104321,0.057770310431105046,0.06585140038460292,1.139883097272519,0.05775830973130861,0.956,0.009172131704244116,0.2581327461706976,500.0
C5,Q✗ π✓ G✓,250,ipw,2.66982,-0.25736161330036356,0.0037810361016917394,0.003301219633072434,0.07381751508206875,0.0857685661789722,1.1618999377534793,0.0738405289514367,0.966,0.008104813384649892,0.3362066014328514,500.0
C5,Q✗ π✓ G✓,250,tmle,0.513946,-0.09886684941881166,0.0023324777765334637,0.0018944758989270997,0.04236176891736016,0.0420014265324064,0.9914936889048065,0.042383615695858565,0.928,0.0115599307956406,0.1646425666056432,500.0
C5,Q✗ π✓ G✓,250,tmle,1.149562,-0.17473091250511089,0.0025562368694860113,0.0024582341706437276,0.054967787101721934,0.05392891708992922,0.9811003850333249,0.05497225709897155,0.922,0.01199299795714149,0.21139747044301577,500.0
C5,Q✗ π✓ G✓,250,tmle,2.66982,-0.25736161330036356,0.0028950723021099103,0.0030116014388522796,0.06734145538409872,0.06374701879511986,0.9466237168698375,0.06733634467103561,0.922,0.01199299795714149,0.24988372192046565,500.0
C5,Q✗ π✓ G✓,250,tmle (concrete),0.513946,-0.09886684941881166,0.02055859875077875,0.002390204962774412,0.0287818791219468,0.04213253737864814,1.463856379916528,0.03528936764270234,0.9655172413793104,0.01515294394489796,0.16515651298160947,145.0
C5,Q✗ π✓ G✓,250,tmle (concrete),1.149562,-0.17473091250511089,0.03881067754339259,0.00328866948298399,0.03960082461773968,0.05360299371253971,1.3535827657620945,0.05535050726790012,0.9655172413793104,0.01515294394489796,0.21011987593760836,145.0
C5,Q✗ π✓ G✓,250,tmle (concrete),2.66982,-0.25736161330036356,0.04733566515216055,0.004467705801347942,0.05379830195715027,0.06383600656332386,1.186580323932315,0.07151896317580944,0.896551724137931,0.025290959279230283,0.250232549535757,145.0
C6,Q✗ π✓ G✗,250,aipw,0.513946,-0.09886684941881166,0.0022800569304555927,0.001938905297323785,0.04335524046750425,0.04390621853675469,1.0127084537718898,0.0433718362748137,0.926,0.011706750189527404,0.17210921405876822,500.0
C6,Q✗ π✓ G✗,250,aipw,1.149562,-0.17473091250511089,0.0058401992806415524,0.002565882003100933,0.05737486581177013,0.05595409883908069,0.9752371190313446,0.057614229180840366,0.924,0.01185107590052481,0.2193360370239852,500.0
C6,Q✗ π✓ G✗,250,aipw,2.66982,-0.25736161330036356,0.010975341276510208,0.0030914934744267434,0.06912789560815207,0.06537813706565022,0.9457562173777551,0.06992543696999695,0.92,0.012132600710482479,0.25627758804999523,500.0
C6,Q✗ π✓ G✗,250,gcomp,0.513946,-0.09886684941881166,0.027132566639595374,0.0012150817839768973,0.02717005467194057,,,0.038378530711669655,,,,500.0
C6,Q✗ π✓ G✗,250,gcomp,1.149562,-0.17473091250511089,0.04521939259404383,0.0018087810667264182,0.04044557421614854,,,0.060641291636152485,,,,500.0
C6,Q✗ π✓ G✗,250,gcomp,2.66982,-0.25736161330036356,0.05296479543648086,0.002391898511378367,0.05348447666722583,,,0.07523388612524648,,,,500.0
C6,Q✗ π✓ G✗,250,ipw,0.513946,-0.09886684941881166,0.00207221988576618,0.0020028592036219874,0.04478529328659857,0.04772934746478109,1.0657370748772899,0.04478844879019681,0.934,0.01110351295761841,0.1870956040731381,500.0
C6,Q✗ π✓ G✗,250,ipw,1.149562,-0.17473091250511089,0.005822597573482225,0.0026974464500502645,0.06031673627977883,0.06641013498073102,1.1010233490202121,0.06053705559899837,0.942,0.010453324829928518,0.26032294554135277,500.0
C6,Q✗ π✓ G✗,250,ipw,2.66982,-0.25736161330036356,0.012826714354322016,0.0033459638452570033,0.07481802608251246,0.08423745167327173,1.1258978094446268,0.07583578412568252,0.958,0.00897061870775924,0.33020474285809176,500.0
C6,Q✗ π✓ G✗,250,tmle,0.513946,-0.09886684941881166,0.003441992516498116,0.0017711345871906162,0.03960377334259246,0.042924780429503984,1.0838558250039245,0.03971359034045051,0.942,0.010453324829928518,0.16826204737223513,500.0
C6,Q✗ π✓ G✗,250,tmle,1.149562,-0.17473091250511089,0.007330181194756148,0.002413474828917599,0.053966937794444274,0.05392051833847102,0.9991398538091959,0.05440897968633078,0.924,0.01185107590052481,0.21136454794226944,500.0
C6,Q✗ π✓ G✗,250,tmle,2.66982,-0.25736161330036356,0.01132825511347092,0.002981083519791189,0.06665905396857438,0.06273307689752637,0.9411036185287168,0.06754903390093171,0.922,0.01199299795714149,0.2459091427170668,500.0
C6,Q✗ π✓ G✗,250,tmle (concrete),0.513946,-0.09886684941881166,0.02574134275946978,0.002493638740698067,0.029715135066387535,0.04176640180386095,1.4055598842323718,0.03923503211296062,0.9295774647887324,0.02147110763323086,0.16372128789020504,142.0
C6,Q✗ π✓ G✗,250,tmle (concrete),1.149562,-0.17473091250511089,0.04173329516849191,0.0037323153587174546,0.04447567050694552,0.0530609903347454,1.1930340730098528,0.060875471371694,0.9084507042253521,0.024201039178278042,0.2079952617208979,142.0
C6,Q✗ π✓ G✗,250,tmle (concrete),2.66982,-0.25736161330036356,0.05274706536884415,0.004743476319519605,0.05652504399224951,0.06195890246709801,1.0961318752019649,0.07716756401336651,0.8873239436619719,0.02653461235025743,0.24287443663004663,142.0
C7,Q✗ π✗ G✓,250,aipw,0.513946,-0.09886684941881166,0.00535046760131538,0.0017564186007244737,0.039274713881649846,0.036494647205594984,0.9292148458564893,0.0395985561319755,0.91,0.012798437404620923,0.14305638830292297,500.0
C7,Q✗ π✗ G✓,250,aipw,1.149562,-0.17473091250511089,0.009162538739056817,0.0023610664854983652,0.05279505160970867,0.04824796901515505,0.9138729396806303,0.05353218616559177,0.918,0.012269963325128561,0.1891285631938167,500.0
C7,Q✗ π✗ G✓,250,aipw,2.66982,-0.25736161330036356,0.01215219367706825,0.002896569118620304,0.06476925450761652,0.059143032945994906,0.9131343782726418,0.06583572000045594,0.922,0.01199299795714149,0.23183642902123172,500.0
C7,Q✗ π✗ G✓,250,gcomp,0.513946,-0.09886684941881166,0.026609419835384854,0.0012000921606258519,0.026834876504240015,,,0.03777210081236666,,,,500.0
C7,Q✗ π✗ G✓,250,gcomp,1.149562,-0.17473091250511089,0.04362100246907244,0.0018042367756965398,0.040343960779625036,,,0.05938999711611351,,,,500.0
C7,Q✗ π✗ G✓,250,gcomp,2.66982,-0.25736161330036356,0.052657032202026284,0.0024324793986158647,0.05439189289172881,,,0.07566587141271712,,,,500.0
C7,Q✗ π✗ G✓,250,ipw,0.513946,-0.09886684941881166,0.02150857728610363,0.0016833026360042816,0.03763979120810159,0.038898168792957946,1.0334321085337344,0.04331904051681426,0.888,0.014103616557464968,0.15247801979751488,500.0
C7,Q✗ π✗ G✓,250,ipw,1.149562,-0.17473091250511089,0.031405398461532064,0.002290478528259807,0.05121665690192601,0.05438443252187055,1.0618504957481012,0.06003497901097982,0.906,0.013050976974924135,0.2131830581250302,500.0
C7,Q✗ π✗ G✓,250,ipw,2.66982,-0.25736161330036356,0.03238026807280559,0.0028891968370313506,0.06460440527979482,0.07171274367700707,1.1100286948920401,0.07220708748910748,0.926,0.011706750189527404,0.2811087896789727,500.0
C7,Q✗ π✗ G✓,250,tmle,0.513946,-0.09886684941881166,0.004221759974502943,0.0017502825124391817,0.039137506776431324,0.036281550289829795,0.9270276335455944,0.03932561766945527,0.912,0.012669333052690657,0.14222106374269028,500.0
C7,Q✗ π✗ G✓,250,tmle,1.149562,-0.17473091250511089,0.007795656913065999,0.002362737044031019,0.052832406434102724,0.04781873598061679,0.905102364403192,0.05335215937509198,0.91,0.012798437404620923,0.18744600061647707,500.0
C7,Q✗ π✗ G✓,250,tmle,2.66982,-0.25736161330036356,0.01059802334994761,0.0029085022513971126,0.06503608746835127,0.05829696062646852,0.8963786552325702,0.06582971507435445,0.916,0.012405160216619531,0.22851988647205576,500.0
C7,Q✗ π✗ G✓,250,tmle (concrete),0.513946,-0.09886684941881166,0.018809867349726967,0.0024190562283824884,0.029429089169379065,0.036295032208177376,1.2333046394769946,0.03484294140880636,0.9459459459459459,0.018587305551496673,0.14227391301373635,148.0
C7,Q✗ π✗ G✓,250,tmle (concrete),1.149562,-0.17473091250511089,0.029611934267288552,0.0036539790190800656,0.04445257332751213,0.04762043746247888,1.0712639088771523,0.05328739404227029,0.8783783783783784,0.0268667637003051,0.1866686861814199,148.0
C7,Q✗ π✗ G✓,250,tmle (concrete),2.66982,-0.25736161330036356,0.039154425930183076,0.00482257198486442,0.05866912033839841,0.057620030295766886,0.9821185312378903,0.07036957830379878,0.8918918918918919,0.025524331935217165,0.22586637011722485,148.0
C8,Q✗ π✗ G✗,250,aipw,0.513946,-0.09886684941881166,0.009203185423805412,0.0017307169748915154,0.038700008056702255,0.03610513562611131,0.9329490467601711,0.03974158859792329,0.916,0.012405160216619531,0.14152953096822438,500.0
C8,Q✗ π✗ G✗,250,aipw,1.149562,-0.17473091250511089,0.01928188947691214,0.002195618385258398,0.049095519620861006,0.047391843044600326,0.9652987362305709,0.052700479775316264,0.912,0.012669333052690657,0.18577261105678342,500.0
