cell,estimator,estimand,event,time,group,n_rep,n_used,truth,bias,bias_mc_se,rel_bias,emp_sd,mean_se,se_ratio,rmse,coverage,coverage_mc_se,miss_low,miss_high,ci_width,ci_width_mc_se,n_ci,n_error,frac_nonconverged,n_converged_known,n
n1000,ate:GFORMULA,rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,0.00024167686135944167,0.0010864305633022276,0.0030060362549772755,0.024293325923771696,0.025813521642046353,1.0625766814739477,0.02427022374793931,0.97,0.007628892449104264,0.01,0.02,0.10118714546511216,0.00015012149778957526,500.0,0.0,,0.0,1000
n1000,ate:IPTW,rd,1.0,1.605387,,500.0,500.0,-0.06676032309484575,0.0008630502342361669,0.0009575908202457367,-0.012927592231841653,0.021412381686992492,0.02160792928262759,1.0091324542264202,0.02140836203536477,0.954,0.009368457717255283,0.032,0.014,0.08470152634887695,0.00016211289138057174,500.0,0.0,,0.0,1000
n1000,ate:IPTW,rd,1.0,3.11961,,500.0,500.0,-0.10970149312307753,-0.00016946974785502167,0.0012853116855296978,0.0015448262647153605,0.028740443011192374,0.027205249644989132,0.9465842135556021,0.028712188323882167,0.946,0.010107818755794947,0.03,0.024,0.10664261898919955,0.0001430834541438626,500.0,0.0,,0.0,1000
n1000,ate:IPTW,rd,1.0,5.420902,,500.0,500.0,-0.15036384983382675,9.551891963510173e-05,0.0014118269656972402,-0.0006352518889391539,0.03156941067766293,0.03140577195138425,0.9948165416215873,0.031537970115685585,0.95,0.00974679434480897,0.02,0.03,0.12310836386278262,0.00013811012996538954,500.0,0.0,,0.0,1000
n1000,ate:IPTW,rd,2.0,1.605387,,500.0,500.0,0.02683608304896079,-0.0011848347229677083,0.000977474907251369,-0.044150806986476006,0.021857003389143634,0.02153533494362286,0.9852830491081616,0.02186725801922775,0.938,0.010784804124322337,0.024,0.038,0.08441696176901545,0.0001687314115571344,500.0,0.0,,0.0,1000
n1000,ate:IPTW,rd,2.0,3.11961,,500.0,500.0,0.049985468677064826,-0.0008470515349629883,0.0012330580813080655,-0.016945955642337446,0.027572016900102973,0.027249363535671145,0.9882977960734304,0.027557452349783133,0.946,0.010107818755794947,0.022,0.032,0.10681554226310892,0.00015367081926138186,500.0,0.0,,0.0,1000
n1000,ate:IPTW,rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,-0.0005217505126472424,0.0014124794695054078,-0.006489661228833718,0.03158400110636933,0.03162892100834365,1.0014222359549392,0.03155671483587625,0.952,0.009559916317625384,0.014,0.034,0.12398309209243166,0.00013236209458746733,500.0,0.0,,0.0,1000
n1000,gcomp,rd,1.0,1.605387,,500.0,500.0,-0.06676032309484575,-0.00042951085362735595,0.0005925785778364505,0.006433624549976398,0.013250459820524536,,,0.013244169119193856,,,,,,,0.0,0.0,,0.0,1000
n1000,gcomp,rd,1.0,3.11961,,500.0,500.0,-0.10970149312307753,-0.0009159308345215656,0.0009146008540365241,0.008349301440172324,0.02045109681905031,,,0.020451156340744958,,,,,,,0.0,0.0,,0.0,1000
n1000,gcomp,rd,1.0,5.420902,,500.0,500.0,-0.15036384983382675,-0.001047239473863982,0.0011880634420361172,0.006964702453557349,0.026565906179751395,,,0.026559980928544915,,,,,,,0.0,0.0,,0.0,1000
n1000,gcomp,rd,2.0,1.605387,,500.0,500.0,0.02683608304896079,2.9699558517986168e-05,0.0005081978823201212,0.0011067024373043243,0.011363650108892297,,,0.011352319620831216,,,,,,,0.0,0.0,,0.0,1000
n1000,gcomp,rd,2.0,3.11961,,500.0,500.0,0.049985468677064826,0.00014408873629921702,0.0008166417053503066,0.002882612489443962,0.018260663664246394,,,0.018242962899368605,,,,,,,0.0,0.0,,0.0,1000
n1000,gcomp,rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,0.00024506667231650645,0.001087227997885824,0.003048199557567095,0.024311157103136995,,,0.024288070171339302,,,,,,,0.0,0.0,,0.0,1000
n1000,gcomp (concrete),rd,1.0,1.605387,,500.0,500.0,-0.06676032309484575,-0.00024785774003464043,0.0005908290634829574,0.0037126503968908497,0.013211339490304314,,,0.013200448689537533,,,,,,,0.0,0.0,0.0,500.0,1000
n1000,gcomp (concrete),rd,1.0,3.11961,,500.0,500.0,-0.10970149312307753,-0.0005589336563912713,0.0009113245082387019,0.005095041466429141,0.020377835499833047,,,0.020365119055168482,,,,,,,0.0,0.0,0.0,500.0,1000
n1000,gcomp (concrete),rd,1.0,5.420902,,500.0,500.0,-0.15036384983382675,-0.0004216300409974523,0.001182627996806646,0.0028040652155648647,0.02644436592954065,,,0.0264212727234721,,,,,,,0.0,0.0,0.0,500.0,1000
n1000,gcomp (concrete),rd,2.0,1.605387,,500.0,500.0,0.02683608304896079,-3.749368305781528e-05,0.000506804553569795,-0.0013971369439202566,0.011332494330884952,,,0.011321218250713557,,,,,,,0.0,0.0,0.0,500.0,1000
