cell,estimator,estimand,event,time,group,n_rep,n_used,truth,bias,bias_mc_se,rel_bias,emp_sd,mean_se,se_ratio,rmse,coverage,coverage_mc_se,miss_low,miss_high,ci_width,ci_width_mc_se,n_ci,n_error,frac_nonconverged,n_converged_known,n
n1000,gcomp (concrete),rd,2.0,3.11961,,500.0,500.0,0.049985468677064826,2.1333970110860023e-06,0.0008139566212931276,4.268034425902829e-05,0.018200623359474862,,,0.018182413751850934,,,,,,,0.0,0.0,0.0,500.0,1000
n1000,gcomp (concrete),rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,-3.3963833460671945e-05,0.0010826551346134103,-0.0004224505158106297,0.02420890477184771,,,0.024184707599098017,,,,,,,0.0,0.0,0.0,500.0,1000
n1000,ipw,rd,1.0,1.605387,,500.0,500.0,-0.06676032309484575,0.0008645557612886673,0.0009575677986489554,-0.012950143456621701,0.021411866908438958,0.023246230560769198,1.0856704209947836,0.02140790893758826,0.968,0.007870959280799264,0.024,0.008,0.09112354935084395,0.00020245676303174982,500.0,0.0,0.0,500.0,1000
n1000,ipw,rd,1.0,3.11961,,500.0,500.0,-0.10970149312307753,-0.00016435127772723856,0.0012852383116888752,0.0014981681018949096,0.028738802322233876,0.030910670895480948,1.0755726891084392,0.028710519548435426,0.97,0.007628892449104264,0.018,0.012,0.12116760338622623,0.00021189555502953937,500.0,0.0,0.0,500.0,1000
n1000,ipw,rd,1.0,5.420902,,500.0,500.0,-0.15036384983382675,0.00010838893054013877,0.0014116820038091494,-0.0007208443429715574,0.03156616923130375,0.038038772018342694,1.2050487260462428,0.031534773536838555,0.986,0.0052543315464481325,0.006,0.008,0.14910924634416328,0.00022820768737628612,500.0,0.0,0.0,500.0,1000
n1000,ipw,rd,2.0,1.605387,,500.0,500.0,0.02683608304896079,-0.0011854797233247843,0.0009774488968415155,-0.044174841803923066,0.02185642177869808,0.02310979263630001,1.057345656589749,0.021866712802724262,0.96,0.008763560920082661,0.016,0.024,0.09058872251467395,0.00020489930149008898,500.0,0.0,0.0,500.0,1000
n1000,ipw,rd,2.0,3.11961,,500.0,500.0,0.049985468677064826,-0.0008497160973233822,0.0012329896085168392,-0.016999262381894267,0.027570485801945065,0.03080225591839428,1.1172184683166235,0.027556005541924875,0.974,0.007116740827092135,0.008,0.018,0.12074262448527703,0.00021731509425963478,500.0,0.0,0.0,500.0,1000
n1000,ipw,rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,-0.0005306212826543599,0.0014123286608628647,-0.006599998048423991,0.031580628922606116,0.03804714490613714,1.2047621027237412,0.03155349441577996,0.978,0.006559878047646925,0.004,0.018,0.14914206746121075,0.0002204829063194209,500.0,0.0,0.0,500.0,1000
n1000,tmle,rd,1.0,1.605387,,500.0,500.0,-0.06676032309484575,0.0007156772129540636,0.0009302084624411357,-0.010720098102840333,0.020800093552639395,0.021581927287701703,1.0375879912791595,0.020791604023934648,0.962,0.008550555537507495,0.028,0.01,0.0845996004017151,0.00015809967297937406,500.0,0.0,0.0,500.0,1000
n1000,tmle,rd,1.0,3.11961,,500.0,500.0,-0.10970149312307753,-0.00021093813332293375,0.001244288044141432,0.001922837395533675,0.02782312650290501,0.02705980527149669,0.972565224424774,0.02779608984292488,0.95,0.00974679434480897,0.022,0.028,0.10607248752160121,0.00013569475430608865,500.0,0.0,0.0,500.0,1000
n1000,tmle,rd,1.0,5.420902,,500.0,500.0,-0.15036384983382675,-0.00010197543271798227,0.0013894990541460056,0.0006781911531972578,0.031070143397421295,0.031071063683455982,1.000029619626241,0.031039225217516748,0.95,0.00974679434480897,0.016,0.034,0.1217963315618483,0.00012961499953178466,500.0,0.0,0.0,500.0,1000
n1000,tmle,rd,2.0,1.605387,,500.0,500.0,0.02683608304896079,-0.001113737867329282,0.0009376415317644518,-0.04150150621077359,0.020966302035523427,0.021525621530612667,1.026677069429868,0.020974915052028874,0.952,0.009559916317625384,0.018,0.03,0.08437888588968155,0.0001667455020143566,500.0,0.0,0.0,500.0,1000
n1000,tmle,rd,2.0,3.11961,,500.0,500.0,0.049985468677064826,-0.0008767652200211729,0.0011905292644491306,-0.017540402105371576,0.026621043645110802,0.027143935724440262,1.0196420578509322,0.026608857962648887,0.956,0.009172131704244116,0.018,0.026,0.1064022728371461,0.00014882821357825333,500.0,0.0,0.0,500.0,1000
n1000,tmle,rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,-0.0005786167269134382,0.0013885143902902738,-0.007196977191172585,0.031048125644257265,0.03136043495740684,1.010058878166365,0.031022458495841468,0.952,0.009559916317625384,0.014,0.034,0.12293064611205662,0.0001251403839483683,500.0,0.0,0.0,500.0,1000
n1000,tmle (concrete),rd,1.0,1.605387,,500.0,500.0,-0.06676032309484575,0.0002656423080396244,0.0006761968536120184,-0.003979044673918503,0.015120221308479474,0.021584415406318204,1.4275198071481656,0.015107429168074315,0.99,0.0044497190922574,0.006,0.004,0.0846093536474703,0.00015811594289891952,500.0,0.0,0.0,500.0,1000
n1000,tmle (concrete),rd,1.0,3.11961,,500.0,500.0,-0.10970149312307753,-0.0002511147813374629,0.0009998580600216402,0.002289073504730965,0.022357505900594526,0.027067131801792398,1.2106507730396097,0.02233654880657115,0.98,0.006260990336999414,0.01,0.01,0.10610120699262364,0.0001357914384471086,500.0,0.0,0.0,500.0,1000
n1000,tmle (concrete),rd,1.0,5.420902,,500.0,500.0,-0.15036384983382675,4.274338188084148e-06,0.0012271104094333668,-2.842663441251268e-05,0.02743902291390607,0.031087841956006775,1.1329791900225241,0.027411570490996857,0.98,0.006260990336999414,0.01,0.01,0.121862101181693,0.00012966119136654275,500.0,0.0,0.0,500.0,1000
n1000,tmle (concrete),rd,2.0,1.605387,,500.0,500.0,0.02683608304896079,-0.0005698789802644461,0.0006394323092491134,-0.021235549883518275,0.014298141104906853,0.021527075595742344,1.505585616885167,0.014295199454007717,0.996,0.002822764602300377,0.002,0.002,0.0843845857202522,0.00016679398895618134,500.0,0.0,0.0,500.0,1000
n1000,tmle (concrete),rd,2.0,3.11961,,500.0,500.0,0.049985468677064826,-0.0004691284748401414,0.0009247608224562656,-0.009385297112466504,0.02067828061940824,0.027149306781896358,1.3129383086335784,0.020662918194731116,0.984,0.00561141693336006,0.002,0.014,0.10642332699549177,0.0001488827048545853,500.0,0.0,0.0,500.0,1000
n1000,tmle (concrete),rd,2.0,5.420902,,500.0,500.0,0.08039718781145194,-0.000396911190675212,0.0011692183534189901,-0.004936879031217497,0.026144517187852358,0.03137413931687691,1.200027489184402,0.026121375268565377,0.982,0.005945754788082,0.002,0.016,0.12298436621404164,0.00012532061803091597,500.0,0.0,0.0,500.0,1000
n2000,aipw,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.00032302461135564806,0.001306428569258417,-0.004838571720162739,0.016000416900386977,0.01527892163205788,0.9549077206662255,0.015950264269884558,0.9333333333333333,0.02036700308869262,0.04,0.02666666666666667,0.05989227224288676,0.00015483265716321044,150.0,0.0,0.0,150.0,2000
n2000,aipw,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,8.903497994561805e-05,0.0016054288602720722,-0.0008116113774835036,0.019662407630022645,0.01910791192548562,0.9717991959595852,0.019596958927635487,0.9466666666666667,0.018346459947155818,0.02,0.03333333333333333,0.07490163838743041,0.00011435802716287432,150.0,0.0,0.0,150.0,2000
n2000,aipw,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.0003186570399593563,0.0019215797490012712,-0.002119239699645342,0.02353444942559244,0.021977063219771373,0.9338252543045475,0.023458034515771182,0.94,0.019390719429665325,0.04666666666666667,0.013333333333333334,0.08614850479342356,0.00010716369270860902,150.0,0.0,0.0,150.0,2000
n2000,aipw,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.0010761490474115402,0.0011369439385677468,0.04010082415709372,0.013924662578206017,0.015267038361568685,1.0964027512927794,0.013919830572592825,0.9733333333333334,0.013154354299509981,0.02,0.006666666666666667,0.05984569067853203,0.00015752087059352926,150.0,0.0,0.0,150.0,2000
n2000,aipw,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,-0.0017748285442002066,0.0014971509589856542,-0.03550689012574095,0.01833627958716679,0.01921523957416906,1.0479355685445284,0.0183610376740005,0.9666666666666667,0.014656562175858798,0.013333333333333334,0.02,0.07532235503936024,0.00012725946083316745,150.0,0.0,0.0,150.0,2000
n2000,aipw,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.00022810273183375844,0.0016834173975434936,0.0028371978926515014,0.020617568240527694,0.02221211587080611,1.0773392677388614,0.020549994084542555,0.9533333333333334,0.017221863795553384,0.02,0.02666666666666667,0.08706989425442103,0.0001150171393303321,150.0,0.0,0.0,150.0,2000
n2000,ate:AIPTW,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.00032808267760444255,0.0013063981458491481,-0.00491433627632896,0.016000044291242257,0.015261310019326641,0.9538292358153053,0.01594999622098952,0.9333333333333333,0.02036700308869262,0.04,0.02666666666666667,0.05982323598956098,0.00015391446514454683,150.0,0.0,,0.0,2000
n2000,ate:AIPTW,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,0.00010629933507772378,0.0016052667063796685,-0.0009689871309086308,0.019660421658541666,0.01909092863251963,0.9710335293966285,0.019595065658008937,0.9466666666666667,0.018346459947155818,0.02,0.03333333333333333,0.07483506510232595,0.00011519720348793606,150.0,0.0,,0.0,2000
n2000,ate:AIPTW,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.00036467166147703624,0.0019211000238528154,-0.0024252615364667093,0.02352857401643995,0.02196467451118112,0.9335319044763997,0.023452849621445372,0.94,0.019390719429665325,0.04666666666666667,0.013333333333333334,0.0860999419481198,0.0001102245803325428,150.0,0.0,,0.0,2000
n2000,ate:AIPTW,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.0010763488146356903,0.0011369065740123366,0.04010826813555308,0.013924204957729912,0.015250796598503567,1.0952723437209395,0.013919391291202551,0.9733333333333334,0.013154354299509981,0.02,0.006666666666666667,0.05978202413722589,0.00015708159889889589,150.0,0.0,,0.0,2000
n2000,ate:AIPTW,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,-0.0017748650068658911,0.0014970093455866406,-0.03550761959105656,0.01833454518432517,0.0191987792053532,1.0471369217146926,0.018359320682636508,0.9666666666666667,0.014656562175858798,0.013333333333333334,0.02,0.07525783157925756,0.00012593343740588926,150.0,0.0,,0.0,2000
n2000,ate:AIPTW,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.00022649929761998404,0.0016830301459083122,0.002817253983449916,0.020612825395986432,0.022196177295873955,1.0768139189786092,0.020545249627717095,0.9533333333333334,0.017221863795553384,0.02,0.02666666666666667,0.08700741618875718,0.00011447033612931871,150.0,0.0,,0.0,2000
n2000,ate:GFORMULA,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.000326119470567486,0.0007804284279346758,-0.004884929482803299,0.009558257146011944,0.008984710501338327,0.9399946417100818,0.009531923470488158,0.9466666666666667,0.018346459947155818,0.04,0.013333333333333334,0.03521941798828385,0.0001498435934103467,150.0,0.0,,0.0,2000
n2000,ate:GFORMULA,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,0.000908752388087965,0.0011822116774188056,-0.00828386526214741,0.014479076888179298,0.013740098253573153,0.9489623102140271,0.014459317894922918,0.9266666666666666,0.02128466671190877,0.05333333333333334,0.02,0.053860195442090156,0.00013452946678777433,150.0,0.0,,0.0,2000
n2000,ate:GFORMULA,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.00047375587114466787,0.0015493470283017335,-0.003150729857397472,0.018975548269183472,0.018112726785688378,0.9545298258972402,0.01891812359953937,0.9266666666666666,0.02128466671190877,0.05333333333333334,0.02,0.07100058432352631,0.00012541129853417483,150.0,0.0,,0.0,2000
n2000,ate:GFORMULA,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.00044501563023720286,0.0007096698235577755,0.016582734127976093,0.008691644767837594,0.008537678374154858,0.9822857010617289,0.00867404729194887,0.94,0.019390719429665325,0.04,0.02,0.03346708424986,0.00015013126012228736,150.0,0.0,,0.0,2000
n2000,ate:GFORMULA,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,0.00037044150292918576,0.0010980303475494025,0.007410983886586182,0.013448070367934549,0.013598773610857193,1.0112063098124455,0.01340828672440563,0.9466666666666667,0.018346459947155818,0.03333333333333333,0.02,0.05330621302238758,0.00013522249282826577,150.0,0.0,,0.0,2000
n2000,ate:GFORMULA,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.0006327021989044305,0.0014591486857410867,0.00786970559701974,0.017870848694591733,0.01822257339069947,1.0196814769191225,0.01782241370438891,0.9466666666666667,0.018346459947155818,0.03333333333333333,0.02,0.07143117510281777,0.00012837694687548875,150.0,0.0,,0.0,2000
n2000,ate:IPTW,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.00021247832314902617,0.0013161584072474328,-0.003182703637415898,0.016119582592152158,0.015302102874745411,0.9492865455582741,0.016067165805768453,0.94,0.019390719429665325,0.03333333333333333,0.02666666666666667,0.059983141044455644,0.00015801233360699686,150.0,0.0,,0.0,2000
n2000,ate:IPTW,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,-0.00011059755191973589,0.0016276582686574643,0.001008168154973543,0.019934661169163426,0.019213836138606933,0.9638406178846157,0.0198684090029452,0.9466666666666667,0.018346459947155818,0.02,0.03333333333333333,0.07531685367304743,0.00011944904353830522,150.0,0.0,,0.0,2000
n2000,ate:IPTW,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.00011990225193813265,0.001954949739443574,-0.0007974140863687751,0.023943146672118408,0.022207335788701103,0.9275028087499191,0.023863503947007536,0.9466666666666667,0.018346459947155818,0.04,0.013333333333333334,0.08705115667688311,0.00011456869699659858,150.0,0.0,,0.0,2000
n2000,ate:IPTW,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.000945626996417123,0.0011391709120412998,0.03523714674350517,0.013951937321610609,0.015280063487047201,1.0951929567071244,0.01393746946456432,0.98,0.01143095213298817,0.02,0.0,0.05989674823219604,0.00015867761605449236,150.0,0.0,,0.0,2000
n2000,ate:IPTW,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,-0.0020222159661762128,0.0015105479791384492,-0.040456076929895425,0.018500358904407446,0.019295257726805487,1.0429666703497664,0.01854914773806243,0.9533333333333334,0.017221863795553384,0.013333333333333334,0.03333333333333333,0.0756360204339139,0.00013110343208301242,150.0,0.0,,0.0,2000
n2000,ate:IPTW,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,-1.4812112348107642e-05,0.0017088360689984535,-0.0001842366972193743,0.020928882115548195,0.022405888149654433,1.0705726195002532,0.020859007773489015,0.9533333333333334,0.017221863795553384,0.02,0.02666666666666667,0.08782946762991095,0.00012127112412593385,150.0,0.0,,0.0,2000
n2000,gcomp,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.0003208600135286496,0.0007805222660801644,-0.0048061483026798245,0.009559406423886224,,,0.00953288976740379,,,,,,,0.0,0.0,,0.0,2000
n2000,gcomp,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,0.0008910389209173811,0.0011824831847615026,-0.008122395562270941,0.014482402160434431,,,0.014461523301952038,,,,,,,0.0,0.0,,0.0,2000
n2000,gcomp,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.0004269869860484521,0.0015500004586981638,-0.002839691764478849,0.018983551124451867,,,0.01892498427367822,,,,,,,0.0,0.0,,0.0,2000
n2000,gcomp,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.00044487328751296,0.0007097425740968087,0.01657742997371546,0.008692535776333313,,,0.008674926855212765,,,,,,,0.0,0.0,,0.0,2000
n2000,gcomp,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,0.00037143747113042765,0.0010982510904858811,0.0074309090413882,0.01345077390572803,,,0.013411007754834102,,,,,,,0.0,0.0,,0.0,2000
n2000,gcomp,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.0006364989533866477,0.0014596693769378382,0.007916930563284994,0.017877225833319736,,,0.017828900687457058,,,,,,,0.0,0.0,,0.0,2000
n2000,gcomp (concrete),rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.0004100143705416943,0.0007793960381146875,-0.006141587570796966,0.00954561300463887,,,0.009522572196321358,,,,,,,0.0,0.0,0.0,150.0,2000
n2000,gcomp (concrete),rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,0.0010648303921680226,0.0011804443414249037,-0.009706617128477514,0.014457431531233727,,,0.014448451176551549,,,,,,,0.0,0.0,0.0,150.0,2000
n2000,gcomp (concrete),rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.000734353224003362,0.0015465428865960717,-0.004883841593673784,0.018941204687456827,,,0.018892239538224675,,,,,,,0.0,0.0,0.0,150.0,2000
n2000,gcomp (concrete),rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.0004107592657470078,0.0007087671849413646,0.015306230234777656,0.008680589747675903,,,0.008661351546924032,,,,,,,0.0,0.0,0.0,150.0,2000
n2000,gcomp (concrete),rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,0.00030025380253174543,0.0010964508334490217,0.006006821791980374,0.013428725349997226,,,0.0133872555978222,,,,,,,0.0,0.0,0.0,150.0,2000
n2000,gcomp (concrete),rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.0004964342784190841,0.001456613722026312,0.006174771679618015,0.017839801856503395,,,0.017787165421643106,,,,,,,0.0,0.0,0.0,150.0,2000
n2000,ipw,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.00021322267332106015,0.001316142864602625,-0.003193853226536018,0.016119392234406994,0.016445871215208168,1.0202538021318386,0.016066985961126445,0.9533333333333334,0.017221863795553384,0.03333333333333333,0.013333333333333334,0.06446663055238396,0.0001999591210248294,150.0,0.0,0.0,150.0,2000
n2000,ipw,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,-0.00010806787302924263,0.001627622307973632,0.0009851084971833329,0.019934220742532472,0.021770292738815804,1.0921065347874779,0.019867956132923675,0.9866666666666667,0.009365025558091315,0.0,0.013333333333333334,0.08533797940194565,0.0001738102197437595,150.0,0.0,0.0,150.0,2000
n2000,ipw,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.0001262168921996711,0.0019548624717980584,-0.0008394098205064485,0.02394207786610557,0.026816817989217524,1.120070619567305,0.023862471287921842,0.9733333333333334,0.013154354299509981,0.02,0.006666666666666667,0.10511999487766435,0.00019054099143213496,150.0,0.0,0.0,150.0,2000
n2000,ipw,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.0009452887987697829,0.0011391580515044848,0.03522454439588525,0.013951779812845537,0.016378107968601806,1.1739081456490823,0.013937289901300623,0.98,0.01143095213298817,0.02,0.0,0.06420100350673602,0.00019388815625256348,150.0,0.0,0.0,150.0,2000
n2000,ipw,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,-0.002023417016539649,0.001510507644372669,-0.04048010492033392,0.01849986490643217,0.021774836885751176,1.1770268051082005,0.018548789303761967,0.9866666666666667,0.009365025558091315,0.0,0.013333333333333334,0.08535579213061324,0.00018582347250419964,150.0,0.0,0.0,150.0,2000
n2000,ipw,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,-1.910350515227181e-05,0.0017087441353642416,-0.00023761409661583543,0.020927756163078102,0.02694486451611136,1.2875180839333829,0.020857889069726614,0.9933333333333333,0.006644407283433823,0.006666666666666667,0.0,0.10562192803977907,0.00020340752179844035,150.0,0.0,0.0,150.0,2000
n2000,tmle,rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.00024174100735264436,0.0012648638690902633,-0.003621028121886187,0.015491355366768223,0.015274128100063435,0.9859775170369676,0.01544152353904253,0.9466666666666667,0.018346459947155818,0.03333333333333333,0.02,0.05987348194275107,0.0001547808807442719,150.0,0.0,0.0,150.0,2000
n2000,tmle,rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,0.00017463602843962626,0.0015855127332918856,-0.0015919202507453261,0.019418485886252976,0.01910356751790979,0.9837825477131495,0.019354437249106585,0.9333333333333333,0.02036700308869262,0.03333333333333333,0.03333333333333333,0.07488460862266486,0.00011441979402445006,150.0,0.0,0.0,150.0,2000
n2000,tmle,rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.0002113712571285231,0.0019019469886746676,-0.0014057318787868104,0.023293998200379758,0.021971145461514657,0.9432105760683225,0.02321718388650757,0.94,0.019390719429665325,0.04666666666666667,0.013333333333333334,0.08612530760731878,0.00010733023797719911,150.0,0.0,0.0,150.0,2000
n2000,tmle,rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.0008495134505444905,0.0010996355567854529,0.0316556424793665,0.013467730085728179,0.01526270100343276,1.1332793949892654,0.013449618150971315,0.98,0.01143095213298817,0.02,0.0,0.05982868854706311,0.00015751239251834953,150.0,0.0,0.0,150.0,2000
n2000,tmle,rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,-0.0014780382163208277,0.001440124665642943,-0.029569357964207826,0.017637852984107215,0.019210830875221532,1.0891819368565816,0.01764098908239817,0.9666666666666667,0.014656562175858798,0.013333333333333334,0.02,0.07530507325704858,0.0001274024903412402,150.0,0.0,0.0,150.0,2000
n2000,tmle,rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.00018769326911391733,0.0016683728671075598,0.002334575054467041,0.02043331112558865,0.022206544777636297,1.08678151285168,0.02036595110213797,0.96,0.016000000000000007,0.02,0.02,0.08704805597048634,0.0001146719033965057,150.0,0.0,0.0,150.0,2000
n2000,tmle (concrete),rd,1.0,1.605387,,150.0,150.0,-0.06676032309484575,0.0003817691954459017,0.0009271602076003294,-0.00571850431136359,0.011355347092168644,0.015274828243099838,1.345166124744378,0.011323869888499108,1.0,0.0,0.0,0.0,0.05987622645302181,0.00015476386776154666,150.0,0.0,0.0,150.0,2000
n2000,tmle (concrete),rd,1.0,3.11961,,150.0,150.0,-0.10970149312307753,0.0007322512902678589,0.0013073108032863332,-0.006674943698772844,0.016011222016397552,0.01910585883964977,1.193279240028207,0.015974553542245973,0.9933333333333333,0.006644407283433823,0.006666666666666667,0.0,0.07489359043883953,0.00011435618882504384,150.0,0.0,0.0,150.0,2000
n2000,tmle (concrete),rd,1.0,5.420902,,150.0,150.0,-0.15036384983382675,0.0006251052442104504,0.0016410612956369948,-0.004157284113843054,0.020098814054706458,0.021976816360907064,1.093438463637154,0.020041457052718686,0.9666666666666667,0.014656562175858798,0.02,0.013333333333333334,0.08614753712445691,0.00010731438870543996,150.0,0.0,0.0,150.0,2000
n2000,tmle (concrete),rd,2.0,1.605387,,150.0,150.0,0.02683608304896079,0.0006049748307449692,0.000786108225657973,0.02254333576331649,0.009627820177333442,0.015263254956519642,1.5853282129690764,0.009614725673177407,1.0,0.0,0.0,0.0,0.05983086000326191,0.00015755087973265509,150.0,0.0,0.0,150.0,2000
n2000,tmle (concrete),rd,2.0,3.11961,,150.0,150.0,0.049985468677064826,-0.0005688442692979664,0.001175536926769809,-0.011380192771083751,0.014397328221927535,0.019212737326597663,1.3344654668173868,0.014360527729384627,1.0,0.0,0.0,0.0,0.07531254640911955,0.00012746949315353042,150.0,0.0,0.0,150.0,2000
n2000,tmle (concrete),rd,2.0,5.420902,,150.0,150.0,0.08039718781145194,0.0002903117512968889,0.0014711404668113874,0.0036109689803793896,0.018017717418238748,0.022211527483494073,1.23276034182943,0.017959904443046324,0.98,0.01143095213298817,0.013333333333333334,0.006666666666666667,0.08706758781853992,0.0001147458145746243,150.0,0.0,0.0,150.0,2000
